FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
ubs.fid-4d3f006b_168d7d75ee6_-2b62,65889,Pires Ferreira/Ce - CE - UBS - Pires Ferreira - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PIRES FERREIRA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.645 -4.247)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b61,65890,Pires Ferreira/Ce - CE - UBS - Pires Ferreira - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PIRES FERREIRA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.645 -4.247)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b60,65891,Pires Ferreira/Ce - CE - UBS - Pires Ferreira - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,PIRES FERREIRA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-40.645 -4.247)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5f,65892,Quixeré/Ce - CE - UBS - Quixeré - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,QUIXERÉ/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.989 -5.074)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5e,65893,Redenção/Ce - CE - UBS - Redenção - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,REDENÇÃO/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.731 -4.226)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5d,65894,Russas/Ce - CE - UBS - Russas - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,RUSSAS/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.976 -4.94)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5c,65896,São Gonçalo do Amarante/Ce - CE - UBS - São Gonçalo do Amarante - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO GONÇALO DO AMARANTE/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.969 -3.606)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5b,65897,São Gonçalo do Amarante/Ce - CE - UBS - São Gonçalo do Amarante - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,SÃO GONÇALO DO AMARANTE/CE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.969 -3.606)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b5a,65899,Uruburetama/Ce - CE - UBS - Uruburetama - CE - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,CE,URUBURETAMA/CE,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-39.508 -3.625)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b59,65902,Mimoso do Sul/Es - ES - UBS - Mimoso do Sul - ES - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,ES,MIMOSO DO SUL/ES,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.366 -21.064)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b58,65903,Venda Nova do Imigrante/Es - ES - UBS - Venda Nova do Imigrante - ES - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,ES,VENDA NOVA DO IMIGRANTE/ES,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.135 -20.34)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b57,65904,Venda Nova do Imigrante/Es - ES - UBS - Venda Nova do Imigrante - ES - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,ES,VENDA NOVA DO IMIGRANTE/ES,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.135 -20.34)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b56,65905,Venda Nova do Imigrante/Es - ES - UBS - Venda Nova do Imigrante - ES - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,ES,VENDA NOVA DO IMIGRANTE/ES,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.135 -20.34)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b55,65906,Anápolis/Go - GO - UBS - Anápolis - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,ANÁPOLIS/GO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2018,MULTIPOINT ((-48.953 -16.327)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b54,65907,Arenópolis/Go - GO - UBS - Arenópolis - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,ARENÓPOLIS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-51.56 -16.386)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b53,65909,Ceres/Go - GO - UBS - Ceres - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,CERES/GO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2018,MULTIPOINT ((-49.598 -15.308)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b52,65910,Crixás/Go - GO - UBS - Crixás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,CRIXÁS/GO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-49.969 -14.549)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b51,65911,Cromínia/Go - GO - UBS - Cromínia - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,CROMÍNIA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.381 -17.288)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b50,65914,Goianésia/Go - GO - UBS - Goianésia - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,GOIANÉSIA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.117 -15.317)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4f,65915,Goianésia/Go - GO - UBS - Goianésia - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,GOIANÉSIA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.117 -15.317)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4e,65917,Goiás/Go - GO - UBS - Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-50.14 -15.934)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4d,65919,Niquelândia/Go - GO - UBS - Niquelândia - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,NIQUELÂNDIA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.46 -14.474)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4c,65920,Niquelândia/Go - GO - UBS - Niquelândia - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,NIQUELÂNDIA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.46 -14.474)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4b,65922,Rialma/Go - GO - UBS - Rialma - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,RIALMA/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.584 -15.315)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b4a,65923,Santa Terezinha de Goiás/Go - GO - UBS - Santa Terezinha de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,SANTA TEREZINHA DE GOIÁS/GO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-49.706 -14.438)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b49,65924,Santo Antônio do Descoberto/Go - GO - UBS - Santo Antônio do Descoberto - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,SANTO ANTÔNIO DO DESCOBERTO/GO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2018,MULTIPOINT ((-48.255 -15.94)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b48,65925,Santo Antônio do Descoberto/Go - GO - UBS - Santo Antônio do Descoberto - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,SANTO ANTÔNIO DO DESCOBERTO/GO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2018,MULTIPOINT ((-48.255 -15.94)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b47,65926,São Francisco de Goiás/Go - GO - UBS - São Francisco de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,SÃO FRANCISCO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.261 -15.931)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b46,65927,Uruaçu/Go - GO - UBS - Uruaçu - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,URUAÇU/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.141 -14.525)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b45,65928,Uruaçu/Go - GO - UBS - Uruaçu - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,URUAÇU/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-49.141 -14.525)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b44,65929,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b43,65930,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b42,65931,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b41,65932,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b40,65934,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3f,65935,Valparaíso de Goiás/Go - GO - UBS - Valparaíso de Goiás - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VALPARAÍSO DE GOIÁS/GO,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.979 -16.066)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3e,65937,Vicentinópolis/Go - GO - UBS - Vicentinópolis - GO - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,GO,VICENTINÓPOLIS/GO,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-49.806 -17.735)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3d,65938,Aldeias Altas/Ma - MA - UBS - Aldeias Altas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALDEIAS ALTAS/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.471 -4.628)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3c,65939,Aldeias Altas/Ma - MA - UBS - Aldeias Altas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALDEIAS ALTAS/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.471 -4.628)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3b,65940,Aldeias Altas/Ma - MA - UBS - Aldeias Altas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALDEIAS ALTAS/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.471 -4.628)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b3a,65941,Alto Parnaíba/Ma - MA - UBS - Alto Parnaíba - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO PARNAÍBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.93 -9.111)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b39,65942,Alto Parnaíba/Ma - MA - UBS - Alto Parnaíba - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ALTO PARNAÍBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.93 -9.111)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b38,65943,Anajatuba/Ma - MA - UBS - Anajatuba - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAJATUBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.62 -3.264)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b37,65944,Anajatuba/Ma - MA - UBS - Anajatuba - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ANAJATUBA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.62 -3.264)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b36,65945,Balsas/Ma - MA - UBS - Balsas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BALSAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.036 -7.533)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b35,65946,Balsas/Ma - MA - UBS - Balsas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BALSAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.036 -7.533)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b34,65947,Barra do Corda/Ma - MA - UBS - Barra do Corda - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BARRA DO CORDA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.243 -5.506)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b33,65948,Barra do Corda/Ma - MA - UBS - Barra do Corda - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BARRA DO CORDA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-45.243 -5.506)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b32,65949,Bequimão/Ma - MA - UBS - Bequimão - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BEQUIMÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.783 -2.449)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b31,65950,Bequimão/Ma - MA - UBS - Bequimão - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BEQUIMÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.783 -2.449)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b30,65951,Bequimão/Ma - MA - UBS - Bequimão - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BEQUIMÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.783 -2.449)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2f,65952,Buriticupu/Ma - MA - UBS - Buriticupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BURITICUPU/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.401 -4.346)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2e,65953,Buriticupu/Ma - MA - UBS - Buriticupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BURITICUPU/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.401 -4.346)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2d,65954,Buriticupu/Ma - MA - UBS - Buriticupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,BURITICUPU/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.401 -4.346)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2c,65955,Cidelândia/Ma - MA - UBS - Cidelândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CIDELÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.782 -5.174)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2b,65956,Cidelândia/Ma - MA - UBS - Cidelândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CIDELÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.782 -5.174)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b2a,65958,Coelho Neto/Ma - MA - UBS - Coelho Neto - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,COELHO NETO/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.013 -4.257)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b29,65959,Colinas/Ma - MA - UBS - Colinas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,COLINAS/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.249 -6.026)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b28,65960,Colinas/Ma - MA - UBS - Colinas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,COLINAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.249 -6.026)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b27,65961,Colinas/Ma - MA - UBS - Colinas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,COLINAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.249 -6.026)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b26,65962,Cururupu/Ma - MA - UBS - Cururupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CURURUPU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.868 -1.828)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b25,65963,Cururupu/Ma - MA - UBS - Cururupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CURURUPU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.868 -1.828)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b24,65964,Cururupu/Ma - MA - UBS - Cururupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CURURUPU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.868 -1.828)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b23,65965,Cururupu/Ma - MA - UBS - Cururupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CURURUPU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.868 -1.828)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b22,65966,Cururupu/Ma - MA - UBS - Cururupu - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,CURURUPU/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.868 -1.828)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b21,65969,Fernando Falcão/Ma - MA - UBS - Fernando Falcão - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,FERNANDO FALCÃO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.893 -6.152)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b20,65970,Fernando Falcão/Ma - MA - UBS - Fernando Falcão - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,FERNANDO FALCÃO/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.893 -6.152)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1f,65971,Fortuna/Ma - MA - UBS - Fortuna - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,FORTUNA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.158 -5.733)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1e,65972,Guimarães/Ma - MA - UBS - Guimarães - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,GUIMARÃES/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.601 -2.133)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1d,65973,Guimarães/Ma - MA - UBS - Guimarães - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,GUIMARÃES/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.601 -2.133)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1c,65974,Itaipava do Grajaú/Ma - MA - UBS - Itaipava do Grajaú - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAIPAVA DO GRAJAÚ/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-45.791 -5.145)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1b,65975,Itaipava do Grajaú/Ma - MA - UBS - Itaipava do Grajaú - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAIPAVA DO GRAJAÚ/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-45.791 -5.145)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b1a,65976,Itapecuru Mirim/Ma - MA - UBS - Itapecuru Mirim - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAPECURU MIRIM/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.359 -3.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b19,65977,Itapecuru Mirim/Ma - MA - UBS - Itapecuru Mirim - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAPECURU MIRIM/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.359 -3.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b18,65978,Itapecuru Mirim/Ma - MA - UBS - Itapecuru Mirim - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAPECURU MIRIM/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.359 -3.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b17,65979,Itapecuru Mirim/Ma - MA - UBS - Itapecuru Mirim - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAPECURU MIRIM/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.359 -3.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b16,65980,Itapecuru Mirim/Ma - MA - UBS - Itapecuru Mirim - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,ITAPECURU MIRIM/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.359 -3.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b15,65981,Lagoa do Mato/Ma - MA - UBS - Lagoa do Mato - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,LAGOA DO MATO/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-43.526 -6.047)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b14,65982,Palmeirândia/Ma - MA - UBS - Palmeirândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PALMEIRÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.895 -2.645)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b13,65983,Palmeirândia/Ma - MA - UBS - Palmeirândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PALMEIRÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.895 -2.645)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b12,65984,Palmeirândia/Ma - MA - UBS - Palmeirândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PALMEIRÂNDIA/MA,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.895 -2.645)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b11,65985,Palmeirândia/Ma - MA - UBS - Palmeirândia - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PALMEIRÂNDIA/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.895 -2.645)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b10,65988,Pirapemas/Ma - MA - UBS - Pirapemas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PIRAPEMAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.223 -3.727)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b0f,65989,Pirapemas/Ma - MA - UBS - Pirapemas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PIRAPEMAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.223 -3.727)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b0e,65990,Pirapemas/Ma - MA - UBS - Pirapemas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PIRAPEMAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.223 -3.727)),0
ubs.fid-4d3f006b_168d7d75ee6_-2b0d,65991,Pirapemas/Ma - MA - UBS - Pirapemas - MA - Ampliação de UBS,Comunidade Cidadã,UBS,Ministério da Saúde,Município,MA,PIRAPEMAS/MA,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.223 -3.727)),0
